Seniority;Status;Category;FirstDivision;SecondDivision;RFEF1;RFEF2;RFEF3;Preferent;Regional1;Regional2;Regional3;Junior;Male;Sex;YearBorn;Age;DateBorn;MadridBorn;PlaceBorn;Spanish;PostCode;City;MainRef;AssRef;Role;textCategory;MadridOffice;AlcalaOffice;AranjuezOffice;Office;;Weight;Height;Profession;StartYear;StartDate;StartAge;DropYear;DropDate;DropAge;talent
25;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;20/12/1978;1;MADRID;1;28924;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1996;01/02/1996;18;2014;30/06/2014;36;0
3;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;02/02/2000;1;M;1;28000;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2018;21/09/2018;18;2019;30/06/2019;19;0
9;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1994;27;25/05/1994;0;TANGER;1;28400;Collado Villalba;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2012;01/07/2012;18;2019;30/06/2019;25;0
15;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1990;31;02/10/1990;1;MADRID;1;28005;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2006;28/11/2006;16;2014;30/06/2014;24;0
25;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1976;45;05/03/1976;1;MADRID;1;28033;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1996;01/03/1996;20;2014;30/06/2014;38;0
16;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1984;37;10/07/1984;0;MOSCU;0;28017;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2005;15/09/2005;21;2014;30/06/2014;30;0
23;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1983;38;27/12/1983;1;MADRID;1;28039;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1998;25/06/1998;15;2014;30/06/2014;31;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1970;51;29/09/1970;0;BATA (LITORAL GUINEA;1;28802;Madrid;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;DITRIBUIDOR JUGUETES;2001;15/11/2001;31;2014;30/06/2014;44;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1976;45;26/06/1976;1;MADRID;1;28022;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/03/1993;17;2014;30/06/2014;38;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;30/10/2000;1;MADRID;1;28053;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2019;09/07/2019;19;;;;0
21;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1976;45;12/04/1976;1;MADRID;1;28938;Móstoles;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2000;20/06/2000;24;2014;30/06/2014;38;0
9;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1985;36;17/11/1985;0;VALENCIA;1;2800;Acebeda (La);1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2012;----------;27;2014;30/06/2014;29;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2001;20;22/02/2001;1;MADRID;1;28005;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;75;182;;2019;12/09/2019;18;;;;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1978;43;18/05/1978;1;MADRID;1;28220;Majadahonda;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1999;23/04/1999;21;2014;30/06/2014;36;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1975;46;02/05/1975;1;MADRID;1;28915;Leganés;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/12/1993;18;2014;30/06/2014;39;0
21;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1984;37;30/03/1984;1;MADRID;1;28040;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;;;ESTUDIANTE;2000;31/01/2000;16;2014;30/06/2014;30;0
28;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1978;43;13/04/1978;1;MADRID;1;28040;Madrid;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/12/1993;15;2014;30/06/2014;36;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2003;18;08/03/2003;1;ALCORCON;1;28922;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;72;177;;2019;08/10/2019;16;;;;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2004;17;25/02/2004;1;ALCORCON;1;28937;Móstoles;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;74;177;;2019;11/09/2019;15;;;;0
25;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1975;46;14/04/1975;0;TARRAGONA;1;28007;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1996;01/03/1996;21;2014;30/06/2014;39;0
7;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1986;35;11/10/1986;0;VALLADOLID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;;;;2014;28/07/2014;28;2020;15/07/2020;34;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1991;30;07/03/1991;0;ECUADOR;1;28053;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;Panadero;2010;30/06/2010;19;2019;30/06/2019;28;0
7;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1997;24;16/01/1997;1;MADRID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;73;1.8;Estudiante uniiversitario;2014;25/11/2014;17;;;;0
33;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1970;51;15/09/1970;1;ARANJUEZ;1;28300;Aranjuez;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;;;MAESTRO EGB;1988;01/06/1988;18;2014;30/06/2014;44;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1986;35;30/04/1986;1;MADRID;1;28912;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2010;02/11/2010;24;2014;30/06/2014;28;0
12;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;01/03/1979;1;MADRID;1;28343;Valdemoro;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;AGENTE SERVICIOS AUXILIAR;2009;30/12/2009;30;2014;30/06/2014;35;0
2;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;10/05/2002;1;MADRID;1;28042;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;70;185;;2019;16/08/2019;17;2021;06/08/2021;19;0
2;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1989;32;12/01/1989;0;LLEIDA;1;28050;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;94;194;INGENIERO INDUSTRIAL;2019;06/08/2019;30;2021;30/06/2021;32;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2004;17;19/02/2004;1;MADRID;1;28806;Alcalá De Henares;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;70;1.8;;2018;17/10/2018;14;;;;0
7;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1987;34;28/06/1987;0;JAYAQUE;1;28100;Alcobendas;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2014;28/10/2014;27;;;;0
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1975;46;19/01/1975;1;MADRID;1;28931;Móstoles;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ING.TECNICO INDUSTRIAL;2001;09/07/2001;26;2014;30/06/2014;39;0
24;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;27/09/1978;1;MADRID;1;28932;Móstoles;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;FUNCIONARIO;1997;01/09/1997;19;2014;30/06/2014;36;0
13;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1985;36;10/04/1985;1;MADRID;1;28921;Alcorcón;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ELECTRICISTA;2008;22/09/2008;23;2015;30/06/2015;30;0
9;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1987;34;16/03/1987;1;MADRID;1;28806;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;TORNERO FRESADOR;2012;----------;25;2014;30/06/2014;27;0
16;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1989;32;23/07/1989;0;ARGEL (ARGELIA);1;28045;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2005;21/09/2005;16;2014;30/06/2014;25;0
21;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1980;41;12/04/1980;1;MADRID;1;28008;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2000;20/06/2000;20;2014;30/06/2014;34;0
9;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1992;29;13/02/1992;0;VALENCIA;1;28055;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;81;186;Consultor IT - Estrategia Technology;2012;13/04/2012;20;2020;09/09/2020;28;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;18/04/1999;1;MADRID;1;28046;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;29/10/2014;15;2018;30/06/2018;19;0
18;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1986;35;16/05/1986;1;MADRID;1;28007;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2003;01/10/2003;17;2014;30/06/2014;28;0
13;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;07/06/1992;0;PICHINCHA;0;28039;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2008;06/10/2008;16;2014;30/06/2014;22;0
8;1;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1992;29;12/12/1992;1;MADRID;1;28032;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;72;1.76;;2013;05/11/2013;21;;;;0
7;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1990;31;02/08/1990;0;LINARES;1;28030;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2014;27/10/2014;24;2020;30/06/2020;30;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1990;31;23/10/1990;1;MADRID;1;28341;Valdemoro;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2010;15/12/2010;20;2014;30/06/2014;24;0
23;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1975;46;24/07/1975;1;MADRID;1;28028;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1998;01/05/1998;23;2014;30/06/2014;39;0
5;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1997;24;09/01/1997;1;MADRID;1;28915;Leganés;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;70;1.71;Estudiante;2016;05/02/2016;19;;;;1
19;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;05/04/1979;1;ARANJUEZ;1;28300;Aranjuez;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;;;ELECTRONICO;2002;14/10/2002;23;2014;30/06/2014;35;0
9;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1994;27;06/08/1994;1;MADRID;1;28051;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;68;1.83;CHAPISTA;2012;13/04/2012;18;;;;0
23;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1976;45;05/03/1976;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;MOZO ALMACEN;1998;25/06/1998;22;2014;30/06/2014;38;0
21;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1983;38;02/01/1983;1;MADRID;1;28938;Móstoles;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;TECNICO LABORATORIO;2000;20/06/2000;17;2014;30/06/2014;31;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1987;34;28/06/1987;1;MADRID;1;28820;Coslada;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2001;11/09/2001;14;2006;30/06/2006;19;0
11;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1993;28;21/04/1993;1;ALCORCON;1;28924;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2010;02/11/2010;17;2017;30/06/2017;24;0
8;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1993;28;28/12/1993;1;MADRID;1;28018;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2013;05/04/2013;20;2019;30/06/2019;26;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1995;26;10/04/1995;1;MADRID;1;28018;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;26/06/2014;19;2017;30/06/2017;22;0
2;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;2000;21;28/04/2000;1;MADRID;1;28019;Madrid;1;0;ARBITRO;EXCEDENCIA PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2019;24/01/2019;19;2019;;19;0
12;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;17/06/1992;1;MADRID;1;28342;Valdemoro;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2009;30/12/2009;17;2016;30/06/2016;24;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1989;32;29/06/1989;0;SANTANDER;1;28029;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2019;14/10/2019;30;;;;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;25/10/2000;1;MADRID;1;28011;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;73;1.77;;2019;24/01/2019;19;;;;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;21/01/1978;1;MADRID;1;28905;Getafe;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/03/1993;15;2014;30/06/2014;36;0
21;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1977;44;26/12/1977;1;MADRID;1;28933;Móstoles;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2000;20/06/2000;23;2014;30/06/2014;37;0
28;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1970;51;22/08/1970;1;MADRID;1;28944;Fuenlabrada;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;;;INGENIERO INDUSTRIAL;1993;01/09/1993;23;2004;30/06/2004;34;0
23;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;22/06/1978;1;MADRID;1;28669;Boadilla Del Monte;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;TECNICO DE REDES;1998;01/02/1998;20;2014;30/06/2014;36;0
31;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1973;48;26/06/1973;1;MADRID;1;28019;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;ADMINISTRADOR DE FINCAS;1990;01/04/1990;17;2014;30/06/2014;41;0
14;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;04/02/1979;1;MADRID;1;28901;Getafe;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;86;180;MONITOR DEPORTIVO;2007;01/10/2007;28;;;;0
12;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1982;39;02/04/1982;1;MADRID;1;28029;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;TELECOMUNICACIONES;2009;01/10/2009;27;2014;30/06/2014;32;0
24;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;21/12/1979;1;MADRID;1;28804;Alcalá De Henares;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;1997;01/02/1997;18;2014;30/06/2014;35;0
1;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;21/12/1979;1;MADRID;1;28804;Alcalá De Henares;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2020;10/10/2020;41;2014;30/06/2014;35;0
19;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1978;43;13/08/1978;0;TALAVERA DE LA REINA;1;28020;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2002;31/01/2002;24;2014;30/06/2014;36;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1999;22;19/02/1999;1;MADRID;1;28016;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;78;1.78;Estudiante;2018;19/09/2018;19;2019;11/07/2019;20;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2003;18;26/11/2003;1;MADRID;1;28043;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;60;1.71;Estudiante;2018;27/07/2018;15;;;;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;09/02/1992;1;MADRID;1;28923;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;26/06/2014;22;2018;30/06/2018;26;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;20/02/2000;1;MADRID;1;28005;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;62;1.78;;2016;05/02/2016;16;;;;0
26;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1977;44;21/02/1977;1;MADRID;1;28011;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;DOCUMENTALISTA;1995;01/02/1995;18;2014;30/06/2014;37;0
17;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1984;37;09/05/1984;1;MADRID;1;28011;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;80;182;Controller;2004;03/09/2004;20;2020;15/07/2020;36;0
9;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;23/06/1993;1;MADRID;1;28027;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2012;13/04/2012;19;2015;30/06/2015;22;0
8;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1993;28;19/08/1993;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;60;175;;2013;21/01/2013;20;;;;0
4;1;9;0;0;0;0;0;0;0;0;1;0;1;MASCULINO;1996;25;09/05/1996;1;MADRID;1;28018;Madrid;1;0;ARBITRO;TERCERA REGIONAL;1;0;0;MADRID;;61;1.67;;2017;17/11/2017;21;;;;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1995;26;22/10/1995;1;MADRID;1;28018;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;29/10/2014;19;2018;30/06/2018;23;0
1;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1994;27;29/03/1994;0;GRANADA;1;28850;Torrejón De Ardoz;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;80;171;militar;2020;04/09/2020;26;2020;;26;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;24/04/1992;1;MADRID;1;28030;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2010;02/11/2010;18;2015;30/06/2015;23;0
15;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1976;45;28/02/1976;0;SAN FDO. DE HENARES;1;28830;San Fernando De Henares;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;PREPARADOR;2006;03/03/2006;30;2014;30/06/2014;38;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1994;27;28/10/1994;0;VIGO;1;28002;Madrid;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2018;05/07/2018;24;2021;30/06/2021;27;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2003;18;27/03/2003;1;MADRID;1;28939;Arroyomolinos;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;169;;2019;13/09/2019;16;;;;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2001;20;21/09/2001;1;MADRID;1;28806;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;74;1.88;;2016;20/04/2016;15;2020;;19;1
11;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1993;28;25/04/1993;1;MADRID;1;28019;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;ESTUDIANTE;2010;01/10/2010;17;2016;05/07/2016;23;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1976;45;27/12/1976;1;MADRID;1;28030;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1999;12/01/1999;23;2014;30/06/2014;38;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;03/11/2002;1;MADRID;1;28943;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;65;177;;2019;11/09/2019;17;;;;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;09/05/2000;1;MADRID;1;28943;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;75;189;Estudiante;2019;11/09/2019;19;;;;0
15;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1992;29;06/10/1992;1;MADRID;1;28005;Madrid;0;1;ARBITRO ASISTENTE;EXCEDENCIA A.A. 3ª RFEF;1;0;0;MADRID;;;;ESTUDIANTE;2006;20/11/2006;14;2016;30/06/2016;24;0
5;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;05/07/1996;1;MADRID;1;28022;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2016;21/11/2016;20;2020;30/06/2020;24;0
15;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1982;39;09/07/1982;1;MADRID;1;28700;San Sebastián De Los Reyes;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2006;18/10/2006;24;2014;30/06/2014;32;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;07/01/1979;1;MADRID;1;28905;Getafe;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1999;06/05/1999;20;2014;30/06/2014;35;0
14;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1989;32;25/02/1989;1;MADRID;1;28015;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;80;1.82;Funcionario;2007;01/02/2007;18;;;;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1998;23;07/04/1998;1;GETAFE;1;28916;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;27/01/2015;17;2018;30/06/2018;20;0
9;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1997;24;04/09/1997;1;MOSTOLES;1;28932;Móstoles;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;78;1.78;Estudiante;2012;26/11/2012;15;2021;30/06/2021;24;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1992;29;13/06/1992;1;MADRID;1;28607;Álamo (El);1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;Profesor;2018;18/07/2018;26;;;;0
5;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1994;27;17/02/1994;1;MADRID;1;28038;Madrid;0;1;ARBITRO ASISTENTE;A.A. PREFERENTE;1;0;0;MADRID;;60;1.68;;2016;02/12/2016;22;2020;30/06/2020;26;0
12;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;13/08/1992;1;MADRID;1;28860;Paracuellos De Jarama;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2009;01/10/2009;17;2014;30/06/2014;22;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1987;34;12/06/1987;1;MADRID;1;28916;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;MILITAR;2010;01/04/2010;23;2014;30/06/2014;27;0
15;1;5;0;0;0;0;1;0;0;0;0;0;0;FEMENINO;1988;33;16/01/1988;1;MADRID;1;28053;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;;;;2006;13/03/2006;18;;;;1
22;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1976;45;01/03/1976;1;MADRID;1;28030;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1999;26/04/1999;23;2014;30/06/2014;38;0
5;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;08/04/1996;0;MANCHESTER;1;28012;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2016;13/09/2016;20;2017;30/06/2017;21;0
